,movieId,score
608,as1546,3.6
609,as1547,3.5
610,as1548,3.5
611,as1549,3.5
612,as155,3.5
613,as1550,3.5
614,as1551,3.6
615,as1552,3.6
616,as1553,3.6
617,as1554,3.5
618,as1555,3.6
619,as1556,3.5
620,as1557,3.6
621,as1558,3.5
622,as1559,3.5
623,as156,3.6
624,as1560,3.5
625,as1561,3.5
626,as1562,3.5
627,as1563,3.5
628,as1564,3.5
629,as1565,3.5
630,as1566,3.5
631,as1567,3.5
632,as1568,3.4
633,as1569,3.5
634,as157,3.5
635,as1570,3.6
636,as1571,3.5
637,as1572,3.6
638,as1573,3.6
639,as1574,3.5
640,as1575,3.5
641,as1576,3.6
642,as1577,3.6
643,as1578,3.5
644,as1579,3.6
645,as158,3.5
646,as1580,3.6
647,as1581,3.5
648,as1582,3.6
649,as1583,3.6
650,as1584,3.6
651,as1585,3.5
652,as1586,3.5
653,as1587,3.5
654,as1588,3.5
655,as1589,3.5
656,as159,3.5
657,as1590,3.5
658,as1591,3.5
659,as1592,3.5
660,as1593,3.6
661,as1594,3.6
662,as1595,3.5
663,as1596,3.6
664,as1597,3.6
665,as1598,3.5
666,as1599,3.5
667,as16,3.5
668,as160,3.6
669,as1600,3.5
670,as1601,3.6
671,as1602,3.5
672,as1603,3.5
673,as1604,3.6
674,as1605,3.6
675,as1606,3.5
676,as1607,3.6
677,as1608,3.5
678,as1609,3.5
679,as161,3.5
680,as1610,3.5
681,as1611,3.5
682,as1612,3.5
683,as1613,3.5
684,as1614,3.5
685,as1615,3.6
686,as1616,3.5
687,as1617,3.6
688,as1618,3.6
689,as1619,3.6
690,as162,3.5
691,as1620,3.5
692,as1621,3.6
693,as1622,3.4
694,as1623,3.5
695,as1624,3.5
696,as1625,3.5
697,as1626,3.4
698,as1627,3.6
699,as1628,3.5
700,as1629,3.5
701,as163,3.4
702,as1630,3.6
703,as1631,3.5
704,as1632,3.5
705,as1633,3.5
706,as1634,3.5
707,as1635,3.5
708,as1636,3.4
709,as1637,3.7
710,as1638,3.5
711,as1639,3.5
712,as164,3.5
713,as1640,3.6
714,as1641,3.5
715,as1642,3.4
716,as1643,3.5
717,as1644,3.5
718,as1645,3.5
719,as1646,3.6
720,as1647,3.7
721,as1648,3.6
722,as1649,3.5
723,as165,3.5
724,as1650,3.5
725,as1651,3.5
726,as1652,3.5
727,as1653,3.5
728,as1654,3.5
729,as1655,3.6
730,as1656,3.5
731,as1657,3.5
732,as1658,3.5
733,as1659,3.6
734,as166,3.6
735,as1660,3.6
736,as1661,3.6
737,as1662,3.5
738,as1663,3.5
739,as1664,3.6
740,as1665,3.5
741,as1666,3.5
742,as1667,3.6
743,as1668,3.4
744,as1669,3.5
745,as167,3.5
746,as1670,3.6
747,as1671,3.5
748,as1672,3.6
749,as1673,3.6
750,as1674,3.5
751,as1675,3.6
752,as1676,3.5
753,as1677,3.4
754,as1678,3.5
755,as1679,3.6
756,as168,3.5
757,as1680,3.6
758,as1681,3.5
759,as1682,3.6
760,as1683,3.5
761,as1684,3.5
762,as1685,3.5
763,as1686,3.6
764,as1687,3.6
765,as1688,3.6
766,as1689,3.5
767,as169,3.5
768,as1690,3.6
769,as1691,3.5
770,as1692,3.6
771,as1693,3.5
772,as1694,3.6
773,as1695,3.6
774,as1696,3.5
775,as1697,3.6
776,as1698,3.6
777,as1699,3.5
778,as17,3.5
779,as170,3.6
780,as1700,3.6
781,as1701,3.6
782,as1702,3.5
783,as1703,3.6
784,as1704,3.5
785,as1705,3.5
786,as1706,3.5
787,as1707,3.5
788,as1708,3.5
789,as1709,3.5
790,as171,3.5
791,as1710,3.6
792,as1711,3.5
793,as1712,3.6
794,as1713,3.6
795,as1714,3.5
796,as1715,3.5
797,as1716,3.5
798,as1717,3.5
799,as1718,3.5
800,as1719,3.5
801,as172,3.5
802,as1720,3.5
803,as1721,3.6
804,as1722,3.5
805,as1723,3.5
806,as1724,3.6
807,as1725,3.6
808,as1726,3.6
809,as1727,3.6
810,as1728,3.5
811,as1729,3.5
812,as173,3.5
813,as1730,3.6
814,as1731,3.5
815,as1732,3.5
816,as1733,3.5
817,as1734,3.6
818,as1735,3.6
819,as1736,3.5
820,as1737,3.6
821,as1738,3.5
822,as1739,3.5
823,as174,3.5
824,as1740,3.5
825,as1741,3.6
826,as1742,3.6
827,as1743,3.5
828,as1744,3.6
829,as1745,3.5
830,as1746,3.5
831,as1747,3.6
832,as1748,3.5
833,as1749,3.5
834,as175,3.6
835,as1750,3.5
836,as1751,3.5
837,as1752,3.5
838,as1753,3.6
839,as1754,3.5
840,as1755,3.5
841,as1756,3.6
842,as1757,3.5
843,as1758,3.5
844,as1759,3.6
845,as176,3.5
846,as1760,3.5
847,as1761,3.6
848,as1762,3.5
849,as1763,3.6
850,as1764,3.6
851,as1765,3.5
852,as1766,3.5
853,as1767,3.6
854,as1768,3.6
855,as1769,3.5
856,as177,3.5
857,as1770,3.5
858,as1771,3.6
859,as1772,3.5
860,as1773,3.6
861,as1774,3.5
862,as1775,3.6
863,as1776,3.6
864,as1777,3.5
865,as1778,3.6
866,as1779,3.5
867,as178,3.6
868,as1780,3.6
869,as1781,3.5
870,as1782,3.6
871,as1783,3.5
872,as1784,3.5
873,as1785,3.5
874,as1786,3.6
875,as1787,3.5
876,as1788,3.5
877,as1789,3.5
878,as179,3.6
879,as1790,3.5
880,as1791,3.5
881,as1792,3.5
882,as1793,3.6
883,as1794,3.6
884,as1795,3.6
885,as1796,3.6
886,as1797,3.5
887,as1798,3.5
888,as1799,3.5
889,as18,3.6
890,as180,3.6
891,as1800,3.6
892,as1801,3.5
893,as1802,3.6
894,as1803,3.5
895,as1804,3.5
896,as1805,3.5
897,as1806,3.6
898,as1807,3.6
899,as1808,3.5
900,as1809,3.6
901,as181,3.6
902,as1810,3.6
903,as1811,3.5
904,as1812,3.6
905,as1813,3.5
906,as1814,3.5
907,as1815,3.5
908,as1816,3.5
909,as1817,3.5
910,as1818,3.5
911,as1819,3.5
912,as182,3.5
913,as1820,3.5
914,as1821,3.5
915,as1822,3.6
916,as1823,3.5
917,as1824,3.5
918,as1825,3.6
919,as1826,3.6
920,as1827,3.5
921,as1828,3.6
922,as1829,3.5
923,as183,3.5
924,as1830,3.5
925,as1831,3.6
926,as1832,3.5
927,as1833,3.6
928,as1834,3.6
929,as1835,3.5
930,as1836,3.5
931,as1837,3.5
932,as1838,3.5
933,as1839,3.6
934,as184,3.5
935,as1840,3.5
936,as1841,3.4
937,as1842,3.6
938,as1843,3.6
939,as1844,3.6
940,as1845,3.6
941,as1846,3.5
942,as1847,3.5
943,as1848,3.6
944,as1849,3.6
945,as185,3.5
946,as1850,3.5
947,as1851,3.5
948,as1852,3.5
949,as1853,3.5
950,as1854,3.5
951,as1855,3.5
952,as1856,3.6
953,as1857,3.5
954,as1858,3.5
955,as1859,3.5
956,as186,3.5
957,as1860,3.7
958,as1861,3.5
959,as1862,3.5
960,as1863,3.5
961,as1864,3.5
962,as1865,3.5
963,as1866,3.6
964,as1867,3.6
965,as1868,3.5
966,as1869,3.5
967,as187,3.6
968,as1870,3.6
969,as1871,3.5
970,as1872,3.5
971,as1873,3.6
972,as1874,3.5
973,as1875,3.5
974,as1876,3.5
975,as1877,3.5
976,as1878,3.5
977,as1879,3.5
978,as188,3.5
979,as1880,3.6
980,as1881,3.5
981,as1882,3.5
982,as1883,3.6
983,as1884,3.6
984,as1885,3.5
985,as1886,3.5
986,as1887,3.5
987,as1888,3.5
988,as1889,3.5
989,as189,3.5
990,as1890,3.6
991,as1891,3.5
992,as1892,3.5
993,as1893,3.5
994,as1894,3.6
995,as1895,3.4
996,as1896,3.5
997,as1897,3.6
998,as1898,3.4
999,as1899,3.6
1000,as19,3.5
1001,as190,3.6
1002,as1900,3.6
1003,as1901,3.5
1004,as1902,3.5
1005,as1903,3.5
1006,as1904,3.6
1007,as1905,3.6
1008,as1906,3.5
1009,as1907,3.5
1010,as1908,3.6
1011,as1909,3.5
1012,as191,3.6
1013,as1910,3.6
1014,as1911,3.5
1015,as1912,3.6
1016,as1913,3.6
1017,as1914,3.6
1018,as1915,3.6
1019,as1916,3.6
1020,as1917,3.5
1021,as1918,3.6
1022,as1919,3.5
1023,as192,3.6
1024,as1920,3.5
1025,as1921,3.6
1026,as1922,3.5
1027,as1923,3.6
1028,as1924,3.6
1029,as1925,3.6
1030,as1926,3.5
1031,as1927,3.5
1032,as1928,3.6
1033,as1929,3.5
1034,as193,3.5
1035,as1930,3.5
1036,as1931,3.6
1037,as1932,3.5
1038,as1933,3.5
1039,as1934,3.6
1040,as1935,3.5
1041,as1936,3.5
1042,as1937,3.4
1043,as1938,3.5
1044,as1939,3.5
1045,as194,3.6
1046,as1940,3.6
1047,as1941,3.5
1048,as1942,3.5
1049,as1943,3.5
1050,as1944,3.6
1051,as1945,3.5
1052,as1946,3.5
1053,as1947,3.5
1054,as1948,3.5
1055,as1949,3.6
1056,as195,3.5
1057,as1950,3.5
1058,as1951,3.5
1059,as1952,3.6
1060,as1953,3.6
1061,as1954,3.6
1062,as1955,3.5
1063,as1956,3.4
1064,as1957,3.4
1065,as1958,3.5
1066,as1959,3.5
1067,as196,3.6
1068,as1960,3.6
1069,as1961,3.6
1070,as1962,3.7
1071,as1963,3.5
1072,as1964,3.4
1073,as1965,3.5
1074,as1966,3.5
1075,as1967,3.5
1076,as1968,3.5
1077,as1969,3.6
1078,as197,3.5
1079,as1970,3.5
1080,as1971,3.5
1081,as1972,3.6
1082,as1973,3.6
1083,as1974,3.6
1084,as1975,3.6
1085,as1976,3.5
1086,as1977,3.5
1087,as1978,3.6
1088,as1979,3.5
1089,as198,3.7
1090,as1980,3.5
1091,as1981,3.5
1092,as1982,3.5
1093,as1983,3.4
1094,as1984,3.5
1095,as1985,3.5
1096,as1986,3.5
1097,as1987,3.6
1098,as1988,3.5
1099,as1989,3.5
1100,as199,3.5
1101,as1990,3.6
1102,as1991,3.6
1103,as1992,3.5
1104,as1993,3.6
1105,as1994,3.5
1106,as1995,3.5
1107,as1996,3.6
1108,as1997,3.5
1109,as1998,3.6
1110,as1999,3.5
1111,as2,3.5
1112,as20,3.6
1113,as200,3.5
1114,as2000,3.5
1115,as2001,3.5
1116,as2002,3.6
1117,as2003,3.5
1118,as2004,3.6
1119,as2005,3.6
1120,as2006,3.5
1121,as2007,3.5
1122,as2008,3.6
1123,as2009,3.5
1124,as201,3.5
1125,as2010,3.5
1126,as2011,3.6
1127,as2012,3.6
1128,as2013,3.5
1129,as2014,3.6
1130,as2015,3.5
1131,as2016,3.5
1132,as2017,3.6
1133,as2018,3.5
1134,as2019,3.6
1135,as202,3.5
1136,as2020,3.5
1137,as2021,3.5
1138,as2022,3.5
1139,as2023,3.6
1140,as2024,3.5
1141,as2025,3.6
1142,as2026,3.5
1143,as2027,3.6
1144,as2028,3.5
1145,as2029,3.5
1146,as203,3.6
1147,as2030,3.6
1148,as2031,3.5
1149,as2032,3.5
1150,as2033,3.5
1151,as2034,3.5
1152,as2035,3.5
1153,as2036,3.5
1154,as2037,3.5
1155,as2038,3.5
1156,as2039,3.5
1157,as204,3.5
1158,as2040,3.6
1159,as2041,3.6
1160,as2042,3.5
1161,as2043,3.6
1162,as2044,3.5
1163,as2045,3.6
1164,as2046,3.5
1165,as2047,3.5
1166,as2048,3.5
1167,as2049,3.6
1168,as205,3.5
1169,as2050,3.6
1170,as2051,3.6
1171,as2052,3.4
1172,as2053,3.5
1173,as2054,3.5
1174,as2055,3.5
1175,as2056,3.6
1176,as2057,3.5
1177,as2058,3.5
1178,as2059,3.5
1179,as206,3.6
1180,as2060,3.6
1181,as2061,3.5
1182,as2062,3.6
1183,as2063,3.5
1184,as2064,3.5
1185,as2065,3.6
1186,as2066,3.6
1187,as2067,3.6
1188,as2068,3.6
1189,as2069,3.6
1190,as207,3.6
1191,as2070,3.5
1192,as2071,3.6
1193,as2072,3.5
1194,as2073,3.5
1195,as2074,3.6
1196,as2075,3.7
1197,as2076,3.5
1198,as2077,3.5
1199,as2078,3.5
1200,as2079,3.5
1201,as208,3.5
1202,as2080,3.5
1203,as2081,3.5
1204,as2082,3.6
1205,as2083,3.5
1206,as2084,3.5
1207,as2085,3.5
1208,as2086,3.6
1209,as2087,3.6
1210,as2088,3.5
1211,as2089,3.6
1212,as209,3.6
1213,as2090,3.5
1214,as2091,3.6
1215,as2092,3.5
1216,as2093,3.5
1217,as2094,3.6
1218,as2095,3.6
1219,as2096,3.5
1220,as2097,3.5
1221,as2098,3.5
1222,as2099,3.5
1223,as21,3.5
1224,as210,3.5
1225,as2100,3.6
1226,as2101,3.5
1227,as2102,3.6
1228,as2103,3.5
1229,as2104,3.6
1230,as2105,3.5
1231,as2106,3.6
1232,as2107,3.5
1233,as2108,3.5
1234,as2109,3.5
1235,as211,3.6
1236,as2110,3.5
1237,as2111,3.5
1238,as2112,3.5
1239,as2113,3.6
1240,as2114,3.5
1241,as2115,3.6
1242,as2116,3.5
1243,as2117,3.5
1244,as2118,3.6
1245,as2119,3.5
1246,as212,3.6
1247,as2120,3.5
1248,as2121,3.5
1249,as2122,3.5
1250,as2123,3.6
1251,as2124,3.5
1252,as2125,3.5
1253,as2126,3.6
1254,as2127,3.6
1255,as2128,3.6
1256,as2129,3.5
1257,as213,3.4
1258,as2130,3.5
1259,as2131,3.6
1260,as2132,3.6
1261,as2133,3.5
1262,as2134,3.6
1263,as2135,3.5
1264,as2136,3.5
1265,as2137,3.6
1266,as2138,3.5
1267,as2139,3.7
1268,as214,3.6
1269,as2140,3.5
1270,as2141,3.5
1271,as2142,3.6
1272,as2143,3.6
1273,as2144,3.6
1274,as2145,3.4
1275,as2146,3.5
1276,as2147,3.5
1277,as2148,3.5
1278,as2149,3.5
1279,as215,3.5
1280,as2150,3.5
1281,as2151,3.5
1282,as2152,3.5
1283,as2153,3.4
1284,as2154,3.5
1285,as2155,3.5
1286,as2156,3.6
1287,as2157,3.5
1288,as2158,3.6
1289,as2159,3.5
1290,as216,3.5
1291,as2160,3.6
1292,as2161,3.5
1293,as2162,3.4
1294,as2163,3.5
1295,as2164,3.5
1296,as2165,3.6
1297,as2166,3.5
1298,as2167,3.5
1299,as2168,3.6
1300,as2169,3.5
1301,as217,3.5
1302,as2170,3.5
1303,as2171,3.6
1304,as2172,3.6
1305,as2173,3.5
1306,as2174,3.5
1307,as2175,3.5
1308,as2176,3.5
1309,as2177,3.4
1310,as2178,3.5
1311,as2179,3.5
1312,as218,3.6
1313,as2180,3.5
1314,as2181,3.5
1315,as2182,3.5
1316,as2183,3.6
1317,as2184,3.7
1318,as2185,3.6
1319,as2186,3.5
1320,as2187,3.5
1321,as2188,3.6
1322,as2189,3.6
1323,as219,3.5
1324,as2190,3.6
1325,as2191,3.5
1326,as2192,3.6
1327,as2193,3.5
1328,as2194,3.5
1329,as2195,3.5
1330,as2196,3.5
1331,as2197,3.6
1332,as2198,3.5
1333,as2199,3.6
1334,as22,3.4
1335,as220,3.5
1336,as2200,3.6
1337,as2201,3.5
1338,as2202,3.5
1339,as2203,3.5
1340,as2204,3.5
1341,as2205,3.5
1342,as2206,3.7
1343,as2207,3.6
1344,as2208,3.6
1345,as2209,3.6
1346,as221,3.6
1347,as2210,3.5
1348,as2211,3.5
1349,as2212,3.6
1350,as2213,3.5
1351,as2214,3.6
1352,as2215,3.5
1353,as2216,3.6
1354,as2217,3.5
1355,as2218,3.6
1356,as2219,3.5
1357,as222,3.5
1358,as2220,3.5
1359,as2221,3.6
1360,as2222,3.5
1361,as2223,3.5
1362,as2224,3.6
1363,as2225,3.4
1364,as2226,3.5
1365,as2227,3.5
1366,as2228,3.5
1367,as2229,3.6
1368,as223,3.6
1369,as2230,3.5
1370,as2231,3.5
1371,as2232,3.5
1372,as2233,3.6
1373,as2234,3.5
1374,as2235,3.5
